"구분별(1)",구분별(2),구분별(3),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"구분별(1)",구분별(2),구분별(3),도보,자전거,자전거 + 기타교통수단,오토바이,버스,지하철(철도),버스 + 지하철,택시,승용차,승용차 + 버스,승용차 + 지하철,개인형 이동수단,도보,자전거,자전거 + 기타교통수단,오토바이,버스,지하철(철도),버스 + 지하철,택시,승용차,승용차 + 버스,승용차 + 지하철,개인형 이동수단,기타
"서울시",소계,소계,18.8,2.9,0.4,0.5,21.7,19.0,17.2,0.2,16.4,0.9,1.7,0.2,16.5,2.0,0.1,0.7,25.6,17.5,12.5,0.1,22.7,0.3,1.6,0.2,0.1
"서울시",성별,남자,14.8,3.3,0.4,0.9,18.7,19.3,16.2,0.2,22.7,1.0,2.2,0.3,12.4,3.0,0.1,1.1,20.1,17.7,12.2,0.1,31.2,0.4,1.5,0.3,0.1
"서울시",성별,여자,24.0,2.3,0.3,0.1,25.5,18.7,18.5,0.2,8.4,0.8,1.1,0.2,21.9,0.8,0.1,0.2,32.9,17.4,12.9,0.1,11.5,0.3,1.8,0.0,0.0
"서울시",연령별,10대,47.9,7.1,0.3,0.1,26.9,6.2,8.0,0.5,2.0,0.7,0.2,0.1,52.8,7.3,0.1,-,24.8,7.6,6.9,-,0.2,0.1,0.1,0.1,-
"서울시",연령별,20대,14.1,2.5,0.1,0.3,24.2,25.8,26.4,0.2,4.7,0.6,0.8,0.3,9.4,0.8,0.1,0.8,27.6,27.4,25.3,0.0,6.2,0.1,1.3,0.9,0.1
"서울시",연령별,30대,11.4,2.8,0.6,0.7,20.9,25.3,20.3,0.4,14.4,0.8,2.0,0.4,8.2,1.6,0.1,0.3,30.1,21.6,13.3,0.0,22.9,0.3,1.5,0.0,0.0
"서울시",연령별,40대,13.1,2.5,0.4,0.4,19.3,20.3,17.4,0.1,22.0,1.5,2.7,0.3,11.1,1.6,0.0,0.7,24.7,16.2,9.0,0.0,33.7,0.3,2.4,0.0,0.1
"서울시",연령별,50대,18.7,2.1,0.5,0.7,18.7,13.9,13.5,0.1,28.1,1.2,2.3,-,14.7,1.6,0.0,0.7,21.4,13.0,9.0,0.1,36.3,0.6,2.4,0.1,0.1
"서울시",연령별,60대 이상,29.3,3.0,0.4,0.9,23.3,11.8,9.0,0.1,20.1,0.7,1.3,-,30.0,3.1,0.2,1.2,24.0,10.4,5.4,0.2,24.0,0.5,1.0,0.0,0.0
"서울시",학력별,중졸 이하,43.9,6.5,1.2,2.1,25.8,7.4,6.4,-,5.9,0.4,0.5,-,53.5,4.0,0.7,0.8,26.3,4.9,3.7,-,4.9,0.7,0.3,-,-
"서울시",학력별,고졸 이하,30.6,4.1,0.2,0.9,25.8,11.4,10.5,0.2,14.4,0.6,1.1,0.2,29.7,3.7,0.1,1.5,30.9,10.2,6.8,0.2,16.0,0.3,0.6,0.1,0.0
"서울시",학력별,대졸 이하,12.0,2.1,0.3,0.3,20.8,23.5,20.5,0.2,17.1,1.1,1.8,0.2,9.2,1.2,0.0,0.4,23.9,21.3,15.3,0.0,25.8,0.3,2.1,0.3,0.1
"서울시",학력별,대학원 이상,11.5,2.2,0.8,0.1,11.1,19.8,23.0,0.3,25.1,1.6,3.9,0.5,15.6,2.3,-,0.0,11.0,12.1,12.6,0.2,44.0,0.8,1.2,-,0.2
"서울시",소득별,200만원 미만,32.9,3.3,0.3,0.5,21.4,16.5,17.9,0.1,6.0,0.3,0.5,0.4,41.4,3.8,1.0,2.7,25.6,7.8,14.2,-,3.3,0.0,0.2,-,-
"서울시",소득별,200-300만원 미만,23.1,3.3,0.7,0.8,25.4,17.8,19.1,0.2,7.4,0.6,1.3,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-
"서울시",소득별,300-400만원 미만,20.3,3.7,0.4,0.7,23.6,18.1,15.1,0.3,15.5,0.8,1.2,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-
"서울시",소득별,400-500만원 미만,19.1,2.9,0.4,0.6,22.3,19.1,16.0,0.2,16.7,0.9,1.6,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
"서울시",소득별,500만원 이상,15.5,2.5,0.3,0.4,20.0,19.9,17.6,0.2,20.3,1.2,2.2,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
"서울시",소득별, 200-400만 미만,-,-,-,-,-,-,-,-,-,-,-,-,18.8,2.9,0.0,0.8,30.8,17.0,11.3,0.1,16.8,0.2,0.7,0.4,0.1
"서울시",소득별, 400-600만 미만,-,-,-,-,-,-,-,-,-,-,-,-,16.1,2.2,0.1,0.8,25.5,18.3,12.2,0.1,23.4,0.4,0.9,0.0,0.1
"서울시",소득별, 600-800만 미만,-,-,-,-,-,-,-,-,-,-,-,-,12.8,1.0,0.0,0.3,25.1,17.9,13.4,0.1,26.7,0.3,2.1,0.3,0.0
"서울시",소득별, 800만원 이상,-,-,-,-,-,-,-,-,-,-,-,-,13.4,1.3,0.1,0.3,15.2,18.6,13.8,0.1,31.1,0.6,5.2,0.2,0.1
"서울시",혼인상태별,기혼,16.3,2.8,0.4,0.7,19.3,16.9,13.8,0.2,25.9,1.2,2.4,0.2,15.2,1.5,0.0,0.7,22.5,15.4,8.5,0.1,33.3,0.5,2.2,0.1,0.1
"서울시",혼인상태별,미혼,18.7,3.2,0.3,0.4,23.0,22.9,22.1,0.2,6.9,0.7,1.1,0.3,15.6,2.5,0.1,0.5,28.1,22.5,19.1,0.0,9.7,0.2,1.1,0.5,0.1
"서울시",혼인상태별,이혼/사별/기타,34.2,1.7,0.7,0.3,28.3,10.2,10.9,0.1,12.1,0.6,0.8,-,26.4,2.9,0.3,0.8,32.2,9.6,7.8,0.1,18.8,0.3,0.7,-,-
"서울시",지역대분류,도심권,18.0,3.6,0.5,0.6,27.4,17.5,14.1,0.5,15.6,0.8,1.2,0.2,20.5,2.4,0.1,1.7,22.9,24.1,7.9,-,18.9,0.6,0.3,0.4,0.2
"서울시",지역대분류,동북권,19.9,3.0,0.3,0.7,21.8,19.7,16.3,0.2,14.9,0.8,2.2,0.1,17.6,2.9,0.1,1.1,25.3,16.4,13.6,0.1,20.6,0.4,1.4,0.4,0.1
"서울시",지역대분류,서북권,20.3,2.2,0.2,0.8,25.9,19.3,16.3,0.1,12.5,0.9,1.4,-,16.3,1.7,0.1,0.8,29.0,18.3,11.9,0.1,21.0,0.2,0.4,0.1,0.0
"서울시",지역대분류,서남권,18.6,2.5,0.4,0.3,20.7,18.5,20.4,0.2,16.2,0.9,1.1,0.2,14.8,1.1,0.1,0.2,27.5,17.1,14.5,0.1,22.9,0.4,1.2,0.0,0.1
"서울시",지역대분류,동남권,16.9,3.4,0.6,0.4,18.9,18.9,15.2,0.2,21.5,1.3,2.2,0.4,16.5,2.3,0.1,0.3,22.1,17.7,9.8,0.1,27.2,0.2,3.6,0.2,-
"서울시",지역소분류,종로구,14.2,6.8,-,0.5,31.9,16.0,13.6,0.4,14.9,0.9,0.8,-,15.1,3.4,0.3,2.4,25.2,21.5,5.5,-,22.8,1.8,0.6,1.3,-
"서울시",지역소분류,중구,17.6,1.8,0.7,0.3,28.5,25.8,14.7,0.1,8.8,0.8,0.6,0.2,14.1,1.8,-,0.1,20.4,30.3,8.7,-,24.3,-,0.3,-,-
"서울시",지역소분류,용산구,20.9,2.3,0.7,0.9,23.7,14.0,14.1,0.7,19.9,0.8,1.7,0.3,28.1,1.9,-,2.2,22.6,22.4,9.1,-,12.9,0.1,-,0.1,0.5
"서울시",지역소분류,성동구,19.6,2.6,0.1,0.5,14.9,19.1,18.8,0.2,20.9,1.4,1.9,-,10.6,1.8,0.3,0.9,19.7,15.9,20.7,0.1,25.3,0.5,4.1,0.1,-
"서울시",지역소분류,광진구,20.2,3.7,1.6,0.5,25.3,20.6,13.7,0.1,11.6,0.8,1.4,0.3,15.0,3.3,-,2.0,30.8,17.5,9.1,-,18.0,1.1,3.1,-,-
"서울시",지역소분류,동대문구,20.0,2.3,0.3,2.0,25.9,17.0,13.5,0.2,17.0,0.2,1.6,-,22.1,2.3,-,0.9,16.0,20.7,11.5,0.1,22.6,0.5,2.9,0.1,0.4
"서울시",지역소분류,중랑구,20.6,1.3,0.1,0.5,20.2,19.8,14.4,0.1,18.4,0.6,3.8,0.4,15.6,1.2,-,0.5,28.4,9.9,14.5,0.1,28.0,0.7,1.1,0.1,-
"서울시",지역소분류,성북구,20.1,1.6,0.5,1.2,27.0,15.1,19.9,0.3,11.9,1.2,1.0,0.2,20.9,4.2,-,0.7,27.3,17.7,12.5,-,16.6,-,0.0,-,0.0
"서울시",지역소분류,강북구,20.4,5.7,-,0.2,24.7,18.9,12.5,0.4,15.4,0.6,1.1,-,19.4,0.8,0.2,0.3,29.5,20.8,8.0,-,20.7,-,0.1,0.2,-
"서울시",지역소분류,도봉구,21.0,3.4,-,0.4,21.0,19.9,16.3,0.1,15.8,0.5,1.7,0.1,24.8,3.0,-,0.5,16.1,20.8,13.9,0.2,19.9,0.2,0.1,-,0.5
"서울시",지역소분류,노원구,18.0,4.1,0.1,0.3,15.9,25.5,18.9,0.4,12.0,0.9,4.0,0.1,13.3,5.1,0.1,2.6,30.3,11.4,17.6,0.1,16.4,0.2,0.5,2.4,-
"서울시",지역소분류,은평구,15.4,1.6,0.2,1.2,28.0,23.9,16.8,0.1,10.5,0.5,1.7,0.1,15.3,1.6,0.2,0.3,31.3,15.1,18.1,0.1,17.4,0.2,0.4,-,-
"서울시",지역소분류,서대문구,25.8,0.8,-,0.8,28.1,13.3,14.9,-,15.0,0.7,0.6,-,18.6,1.7,0.0,1.9,23.9,19.8,6.3,-,26.5,0.4,0.7,-,0.1
"서울시",지역소분류,마포구,21.7,4.1,0.3,0.3,21.5,18.8,16.9,0.3,12.9,1.5,1.7,-,15.6,1.8,0.2,0.5,30.4,21.0,9.2,0.1,20.6,0.0,0.2,0.3,0.1
"서울시",지역소분류,양천구,17.3,3.0,0.8,0.5,16.1,12.9,24.9,0.1,21.8,0.9,1.7,0.1,18.5,0.6,-,0.1,19.6,16.4,16.9,-,27.3,0.3,0.3,-,-
"서울시",지역소분류,강서구,19.2,2.7,0.6,0.3,19.4,19.3,15.8,0.2,20.0,1.0,1.0,0.3,20.5,1.2,-,0.2,18.8,15.2,15.4,0.2,27.3,0.3,0.7,-,0.2
"서울시",지역소분류,구로구,21.2,3.4,0.7,0.1,18.9,18.6,20.2,0.6,14.3,0.8,0.8,0.3,18.5,1.7,-,0.4,29.6,23.4,6.9,-,18.7,-,0.6,-,0.1
"서울시",지역소분류,금천구,22.7,2.3,0.4,0.4,24.2,9.2,23.2,0.1,15.8,0.4,0.7,0.5,16.4,0.8,-,0.5,34.4,12.5,17.1,0.1,17.8,0.1,0.2,0.1,0.1
"서울시",지역소분류,영등포구,13.9,2.5,0.2,0.3,20.8,24.5,20.2,0.1,14.0,1.3,1.9,0.3,7.3,0.8,-,0.0,31.8,21.9,8.7,0.2,23.0,1.7,4.6,-,-
"서울시",지역소분류,동작구,16.0,1.4,0.1,0.1,23.6,16.3,26.0,-,14.7,0.7,1.0,0.1,8.7,1.7,-,0.3,27.7,16.0,21.4,-,23.5,0.2,0.4,0.0,-
"서울시",지역소분류,관악구,20.7,2.1,-,0.6,23.1,22.8,17.0,-,12.0,0.7,0.8,0.1,12.8,0.8,0.4,0.2,34.8,13.9,15.8,-,19.8,0.1,1.3,0.0,0.1
"서울시",지역소분류,서초구,16.4,1.6,0.7,0.2,25.4,15.4,14.0,-,21.8,2.1,2.1,0.2,21.2,5.1,-,0.6,27.9,15.2,6.7,0.3,22.4,0.3,0.1,0.1,-
"서울시",지역소분류,강남구,16.6,4.4,0.5,0.4,18.9,13.8,13.8,0.3,25.9,1.6,2.8,1.0,14.2,1.0,0.1,-,14.6,12.5,7.3,0.1,38.3,0.1,11.7,0.0,-
"서울시",지역소분류,송파구,14.0,3.1,0.7,0.6,16.8,24.2,15.8,0.2,20.6,1.1,2.7,0.2,14.3,1.6,-,0.3,22.2,23.9,15.0,0.1,22.1,0.2,0.4,0.0,-
"서울시",지역소분류,강동구,21.7,4.2,0.4,0.4,16.3,20.2,16.9,0.3,17.7,0.7,1.1,0.1,18.2,2.1,0.2,0.5,25.0,17.1,7.7,-,26.2,0.1,2.1,0.8,-
